"Tipo","Mensaje","Archivo","Linea","Severidad","Estado","Regla"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Factura.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Factura.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Factura.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Factura.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Producto.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Producto.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Servicio.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/SolicitudServicio.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Usuario.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Await RunAsync instead.","ProyectoWeb/Program.cs",,"MAJOR","CLOSED","csharpsquid:S6966"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S112"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S112"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
